Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country,Cuisine,quality_score,quality_grade,pred_score,rank_in_locality
18217475,Asia Kitchen by Mainland China,1,Kolkata,"4th Floor, Acropolis Mall, 1858/1, Rajdanga Main Road, Kasba, Kolkata","Acropolis Mall, Kasba","Acropolis Mall, Kasba , Kolkata",88.39329377,22.51468755,"Asian, Chinese",1400,Indian Rupees(Rs.),No,Yes,No,No,3,4.6,Dark Green,Excellent,945,India,Asian,5.275672770715563,3,15.42171171195103,1.0
3800021,Wok On Fire,1,Surat,"G 6, Riddhi Shoppers, Opposite Star Bazaar, Pal Adajan Road, Adajan, Surat, Adajan Gam, Surat",Adajan Gam,"Adajan Gam, Surat",72.79413611,21.18660789,"Chinese, Thai, Asian",800,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,226,India,Asian,4.3574850052444205,3,15.284427785065294,1.0
18396610,Thalaivaa,1,Surat,"G-1, Aqua Corridor, Near Star Bazaar, Pal Road, Adajan Gam, Surat",Adajan Gam,"Adajan Gam, Surat",72.79361609,21.18688393,South Indian,500,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,70,India,South Indian,4.148803963112394,3,12.604844114234727,3.0
3800319,Level 5 - Terrace Restro & Cafe,1,Surat,"5th floor, Royal Trade Centre, Opposite Star Bazaar, Adajan, Adajan Gam, Surat",Adajan Gam,"Adajan Gam, Surat",72.79411532,21.18643846,"Chinese, North Indian, Italian, Mexican",900,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,201,India,Italian,4.252480309220362,3,14.962048712472281,2.0
18425159,Nariyal Cafe,1,New Delhi,"A-4, 3rd Foor, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.199152,28.538438,"Continental, Seafood, Goan, Andhra, Kerala, Thai",1200,Indian Rupees(Rs.),Yes,No,No,No,3,4.2,Green,Very Good,46,India,Thai,4.095044280513017,3,11.481408613059456,2.0
18216944,Burger.in,1,New Delhi,"84, Near Honda Showroom, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19692286,28.53538174,Fast Food,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,46,India,Fast Food,3.395044280513017,2,3.6332307308892156,5.0
18369872,Monosoz,1,New Delhi,"Sri Aurobindo Marg, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19804244,28.53839431,Pizza,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,66,India,Pizza,3.8514077858172895,2,2.503852249519816,7.0
310958,Rustom's Parsi Bhonu,1,New Delhi,"94-A/B, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19815668,28.53789627,Parsi,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good,665,India,Parsi,4.890386901162117,3,15.413522631917978,1.0
18414465,Mezbaan Grills,1,New Delhi,"A- 96, Shri Aurbindo Marg, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.1981225,28.5381335,Mughlai,400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,8,India,Mughlai,2.8291673732008658,1,-5.791527138386096,11.0
18433900,Chateau,1,New Delhi,"84, Aurobindo Marg, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19679244,28.53565508,"Mediterranean, Italian",1600,Indian Rupees(Rs.),Yes,No,No,No,3,4.0,Green,Very Good,40,India,Italian,3.914071620011292,2,4.290329555898804,4.0
2853,Delhi Darbar,1,New Delhi,"84, Main Road, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19696745,28.53576259,"Chinese, North Indian",500,Indian Rupees(Rs.),No,No,No,No,2,2.2,Red,Poor,77,India,North Indian,2.847012648006878,1,-6.3313716606131845,12.0
304243,Say Cheese,1,New Delhi,"88/3, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19815936,28.53744768,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,64,India,Fast Food,3.142316180968691,1,-5.458235719668287,10.0
313333,Days of the Raj,1,New Delhi,"81/3, 1st Floor, Qutub Residency, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19747473,28.53549308,"North Indian, Seafood, Continental",1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.4,Orange,Average,45,India,Continental,3.5285924189467286,2,2.856610794531885,6.0
948,Waves,1,New Delhi,"A-4, Sarvodaya Enclave, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.1988082,28.5386662,"North Indian, Chinese",1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,141,India,Chinese,3.936748117280378,2,2.1148691473787853,8.0
3554,Southy,1,New Delhi,"88/4, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19795015,28.53747419,South Indian,450,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,113,India,South Indian,3.240859534518348,1,-3.1266248771725422,9.0
582,Govardhan,1,New Delhi,"84, Adjacent Hero Motor Bike Showroom, Main Mehrauli Road, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.1969242,28.5355234,"South Indian, North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,238,India,North Indian,4.022939065579453,2,5.547180429491699,3.0
18384127,Dilli Ka Dhaba,1,New Delhi,"66 A, Ground Floor, Sri Aurobindo Marg, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.1980333,28.5375472,"South Indian, North Indian",500,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,11,India,South Indian,2.5654719949364,0,-9.785368856211097,13.0
6310470,Guevarra's,162,San Juan City,"387 P. Guevarra Corner Argonne Street, Addition Hills, San Juan City",Addition Hills,"Addition Hills, San Juan City",121.0335917,14.59345,Filipino,1000,Botswana Pula(P),Yes,No,No,No,3,4.2,Green,Very Good,458,Phillipines,Filipino,4.778715063018163,3,15.42171171195103,1.0
18334443,BarShala,1,New Delhi,"Aditya Mall, Next to Cross River Mall, CBD, Karkardooma, New Delhi","Aditya Mega Mall, Karkardooma","Aditya Mega Mall, Karkardooma, New Delhi",77.3006287,28.6557549,Finger Food,600,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,31,India,Finger Food,3.2797207708399174,2,3.154358839968942,3.0
308235,Sultanat,1,New Delhi,"31-BC, Ground Floor, Aditya Mega Mall, Karkardooma, New Delhi","Aditya Mega Mall, Karkardooma","Aditya Mega Mall, Karkardooma, New Delhi",77.3016026,28.6562624,"North Indian, Chinese, Continental",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good,288,India,North Indian,4.28992800643373,3,15.448217873950364,1.0
197,Domino's Pizza,1,New Delhi,"15/16/16-A, Plot 9-D, Aditya Mega Mall, Karkardooma, New Delhi","Aditya Mega Mall, Karkardooma","Aditya Mega Mall, Karkardooma, New Delhi",77.3016337,28.6564531,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,83,India,Pizza,3.289245039652994,2,-0.8585546258803282,4.0
18255141,Chawla's_,1,New Delhi,"Shop SG 40, Aditya Mega Mall, Karkardooma, New Delhi","Aditya Mega Mall, Karkardooma","Aditya Mega Mall, Karkardooma, New Delhi",77.3011977,28.6560516,"North Indian, Mughlai",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.4,Orange,Average,32,India,Mughlai,3.428952268439944,2,4.295274003239494,2.0
69024,That Madras Place,1,Chennai,"34/29, 2nd Main Road, Kasturibai Nagar, Adyar, Chennai",Adyar,"Adyar, Chennai",80.250744,13.0058006,"European, Italian, Desserts",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,4.2,Green,Very Good,1810,India,Italian,5.1904903373650235,3,15.413522631917978,1.0
18337885,Tpot,1,New Delhi,"Basement, MLCP Parking, Terminal 3, Aerocity, New Delhi",Aerocity,"Aerocity, New Delhi",77.087897,28.554463,Cafe,800,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India,Cafe,0.0,0,-15.679015142920981,3.0
18258757,Bella Italia,1,New Delhi,"Ground Floor, MLCP, IGI Terminal 3, Aerocity, New Delhi",Aerocity,"Aerocity, New Delhi",77.087897,28.554463,"Fast Food, Italian, Pizza",550,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,33,India,Italian,3.297908157384848,2,3.2978502297327266,1.0
18386746,365 Naturals,1,New Delhi,"Multilevel Car Parking, Terminal 3, Aerocity, New Delhi",Aerocity,"Aerocity, New Delhi",77.087897,28.554463,"Continental, North Indian, Fast Food, Street Food, South Indian",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,India,Continental,0.3295836866004329,0,-15.679140772336902,4.0
307383,Clever Fox Cafe,1,New Delhi,"Red Fox Hotel, Asset 6, Aerocity Hospitality District, Near Aerocity, New Delhi",Aerocity,"Aerocity, New Delhi",77.120642,28.55169,"North Indian, Continental, Chinese",900,Indian Rupees(Rs.),Yes,No,No,No,2,3.2,Orange,Average,26,India,Continental,3.2287510598012985,1,-4.354742054909579,2.0
18444271,Hawai Adda,1,Ludhiana,"Verka Park, Ferozpur Road, Aggar Nagar, Ludhiana",Aggar Nagar,"Aggar Nagar, Ludhiana",0.0,0.0,"North Indian, Chinese, Continental",1500,Indian Rupees(Rs.),No,No,No,No,3,3.5,Yellow,Good,17,India,North Indian,3.317111527368849,2,4.178021908890643,1.0
18337789,Rambhog,1,New Delhi,"Shop 31, Aggarwal City Mall, Near Chunmun Store, Rani Bagh, Pitampura, New Delhi","Aggarwal City Mall, Pitampura","Aggarwal City Mall, Pitampura, New Delhi",77.1345554,28.6900143,"Street Food, Mithai",200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,13,India,Street Food,3.101717198884577,1,-7.12319442747909,3.0
310491,4 on 44 Restaurant & Bar,1,New Delhi,"112, Aggarwal City Mall, Road 44, Near M2K Multiplex, Pitampura, New Delhi","Aggarwal City Mall, Pitampura","Aggarwal City Mall, Pitampura, New Delhi",77.1346226,28.6901424,"North Indian, Chinese",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.6,Orange,Average,49,India,North Indian,2.9936069016284437,1,-6.309160967874821,2.0
18222573,Selfie Lounge Restro & Bar,1,New Delhi,"214-215, 2nd Floor, Aggarwal City Mall, Pitampura, New Delhi","Aggarwal City Mall, Pitampura","Aggarwal City Mall, Pitampura, New Delhi",77.13477239,28.68990208,"North Indian, Chinese",1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.2,Orange,Average,64,India,North Indian,3.4923161809686905,2,3.7667346844119542,1.0
9340,Puri Bakers,1,New Delhi,"G-97, Aggarwal City Plaza, Manglam Place, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.1175742,28.7004868,"Bakery, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,124,India,Bakery,4.03849412119069,2,3.5200914078781294,2.0
307439,Chilli Pepper,1,New Delhi,"G-89-90, Near M2K Cinemas, Aggarwal City Plaza, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.1176394,28.7006401,"North Indian, Chinese",900,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.3,Orange,Average,99,India,North Indian,3.691551055796427,2,2.3855871011735323,3.0
306761,Jaiveer Naan & Chaap,1,New Delhi,"Shop 95, Aggarwal City Plaza, Near M2K, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.1176368,28.7004261,"North Indian, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.2,Red,Poor,79,India,North Indian,2.8546079904021644,1,-7.124623879082237,5.0
3370,BTW,1,New Delhi,"G-71 & G-87, Aggarwal City Plaza, Mangalam Palace, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.1177269,28.7003322,"Street Food, South Indian, Mithai",400,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,167,India,South Indian,3.9171891938209775,2,4.032479683217531,1.0
1078,Pizza Hut,1,New Delhi,"17, Mangalam Place, Aggarwal City Plaza, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.1172629,28.7006935,"Italian, Pizza, Fast Food",1000,Indian Rupees(Rs.),No,Yes,No,No,3,2.6,Orange,Average,125,India,Pizza,3.270884572085443,2,-0.6678307460514771,4.0
3400025,Jahanpanah,1,Agra,"E 23, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra",Agra Cantt,"Agra Cantt, Agra",78.01154444,27.16166111,"North Indian, Mughlai",850,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,140,India,North Indian,4.214627967113451,3,14.767437971067821,1.0
3400341,Rangrezz Restaurant,1,Agra,"E-20, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra",Agra Cantt,"Agra Cantt, Agra",0.0,0.0,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,71,India,Mughlai,3.732999835704816,2,2.5878195271410824,3.0
3400005,Time2Eat - Mama Chicken,1,Agra,"Main Market, Sadar Bazaar, Agra Cantt, Agra",Agra Cantt,"Agra Cantt, Agra",78.01160797,27.16083249,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,94,India,North Indian,3.886163067480162,2,2.8321163902292392,2.0
18426586,7st by Mumbai Spices,166,Doha,"Barwa Commercial Avenue, Near Thursday & Friday Market Building, Near F Ring Road, Main Industrial Area Road, Ain Khalid, Doha",Ain Khalid,"Ain Khalid, Doha",51.506825,25.224394,"Indian, Street Food",150,Qatari Rial(QR),No,No,No,No,4,3.4,Orange,Average,74,Qatar,Street Food,3.6752464340608926,2,1.9056035822967488,1.0
2500023,Kream N Krunch,1,Aurangabad,"2, Near Akashwani Circle, Mahesh Nagar, Jalna Road, Akashwani, Aurangabad",Akashwani,"Akashwani, Aurangabad",75.34601667,19.87621944,"North Indian, Chinese, Continental, Italian",800,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,240,India,Chinese,4.1654390800471965,3,13.664406885221045,1.0
202321,The Farm,214,Dubai,"Al Barari Villas, Opposite Falcon City, Al Barari, Dubai",Al Barari,"Al Barari, Dubai",55.310519,25.095044,"Mediterranean, Italian, Thai, European",280,Emirati Diram(AED),Yes,No,No,No,3,3.9,Yellow,Good,927,UAE,Mediterranean,4.77990951983586,3,15.413522631917978,1.0
5701978,Pizza Di Rocco,214,Abu Dhabi,"Near Corner of Salam and Al Falah Street (9th Street), Salam Street, Al Dhafrah, Abu Dhabi",Al Dhafrah,"Al Dhafrah, Abu Dhabi",54.38193094,24.48557932,"Italian, Pizza",150,Emirati Diram(AED),Yes,Yes,No,No,3,4.4,Green,Very Good,471,UAE,Pizza,4.927093695675667,3,15.413522631917978,1.0
5701729,Sofra Istanbul,214,Abu Dhabi,"Next to ADNOC Petrol Station, Muroor Road, Al Dhafrah, Abu Dhabi",Al Dhafrah,"Al Dhafrah, Abu Dhabi",54.37127855,24.47756501,"Turkish, Arabian, Middle Eastern",70,Emirati Diram(AED),No,No,No,No,2,4.3,Green,Very Good,224,UAE,Arabian,4.634830120661325,3,15.310545823173527,2.0
6201976,Indian Coffee House,166,Doha,"Beside Le Mirage Suites, Fereej Abdul Aziz Street, Al Doha Al Jadeeda, Doha",Al Doha Al Jadeeda,"Al Doha Al Jadeeda, Doha",51.5210744,25.276109,Indian,80,Qatari Rial(QR),No,No,No,No,3,3.4,Orange,Average,350,Qatar,Indian,4.138235867039759,3,11.481195115364255,1.0
18107765,Zaffran Dining Experience,166,Doha,"Al Emadi Financial Square, C Ring Road, Al Hilal, Doha","Al Emadi Financial Square, Al Hilal","Al Emadi Financial Square, Al Hilal, Doha",51.5274557,25.2625016,Indian,300,Qatari Rial(QR),No,No,No,No,4,4.6,Dark Green,Excellent,348,Qatar,Indian,4.976521576660728,3,15.413522631917978,1.0
6201309,MRA Bakery Sweets & Restaurant,166,Doha,"Opposite Aster Pharmacy, Al Taei Street, Al Ghanim, Doha",Al Ghanim,"Al Ghanim, Doha",51.5369233,25.2802233,"Kerala, Indian, Chinese, Bakery",60,Qatari Rial(QR),No,No,No,No,3,4.0,Green,Very Good,322,Qatar,Bakery,4.533295696966797,3,15.413522631917978,1.0
6201312,Zaoq,166,Doha,"Midmac Flyover, Salwa Road, Al Hilal, Doha",Al Hilal,"Al Hilal, Doha",51.498153,25.2641161,Pakistani,170,Qatari Rial(QR),No,No,No,No,4,4.2,Green,Very Good,189,Qatar,Pakistani,4.514107221648146,3,15.176523457029148,1.0
209654,Rasoi Ghar,214,Dubai,"Zainal Mohebi Plaza, Sheikh Khalifa Bin Zayed Road, Opposite Centrepoint, Al Karama, Dubai",Al Karama,"Al Karama, Dubai",55.3019169,25.25007862,Indian,90,Emirati Diram(AED),Yes,Yes,No,No,2,4.3,Green,Very Good,1281,UAE,Indian,5.156852991244184,3,15.413522631917978,1.0
206488,Maharaja Bhog,214,Dubai,"Ground Level, Hamsah Mall, Next to Ansar Gallery, Al Karama, Dubai",Al Karama,"Al Karama, Dubai",55.30919038,25.25124063,"Indian, Rajasthani",90,Emirati Diram(AED),Yes,Yes,No,No,2,4.1,Green,Very Good,1448,UAE,Indian,5.053588682696205,3,15.413522631917978,1.0
5600642,Katis Restaurant,214,Sharjah,"Opposite Safeer Market, Al Khan Street, Al Khan, Sharjah",Al Khan,"Al Khan, Sharjah",55.37637066,25.32578908,"Indian, North Indian, Chinese",65,Emirati Diram(AED),No,No,No,No,3,4.3,Green,Very Good,316,UAE,Chinese,4.737670532163184,3,15.413522631917978,1.0
5600959,Nayaab Haandi,214,Sharjah,"Near Etisalat Business Center, Opposite ADNOC Petrol Station, Al Khan Street, Al Majaz 2, Al Majaz, Sharjah",Al Majaz,"Al Majaz, Sharjah",55.37552107,25.32813499,"Pakistani, Indian",100,Emirati Diram(AED),No,Yes,No,No,4,4.1,Green,Very Good,449,UAE,Pakistani,4.702774274829309,3,15.413522631917978,1.0
18268134,Zaroob,214,Sharjah,"Al Buhaira Corniche Street, Al Majaz Water Front, Al Majaz, Sharjah",Al Majaz,"Al Majaz, Sharjah",55.38474888,25.32451353,Lebanese,110,Emirati Diram(AED),No,Yes,No,No,4,3.9,Yellow,Good,69,UAE,Lebanese,4.004548572614808,2,5.553659557938307,3.0
18376208,Derby,214,Sharjah,"Al Khan Street, Al Majaz 3, Al Majaz, Sharjah",Al Majaz,"Al Majaz, Sharjah",55.37086055,25.33045321,"Fast Food, American",40,Emirati Diram(AED),No,No,No,No,2,4.1,Green,Very Good,33,UAE,American,3.9279081573848478,2,7.213224086407834,2.0
5602586,Saffron,214,Sharjah,"Mina Road, Opposite Bird Market, Al Mareija, Sharjah",Al Mareija,"Al Mareija, Sharjah",55.38290787,25.35443539,"Pakistani, Chinese, Indian, Afghani",90,Emirati Diram(AED),No,Yes,No,No,3,4.1,Green,Very Good,192,UAE,Pakistani,4.448807056671465,3,15.176523457029148,2.0
5600103,Najmat Lahore Restaurant,214,Sharjah,"Near Sharjah Animal Market, Al Mina Road, Al Mareija, Sharjah",Al Mareija,"Al Mareija, Sharjah",55.38215585,25.35508316,"Pakistani, Indian, Mughlai",80,Emirati Diram(AED),No,Yes,No,No,3,4.2,Green,Very Good,504,UAE,Indian,4.807367528782608,3,15.413522631917978,1.0
6200110,Aalishan,166,Doha,"Opposite Universal Cooling System, Ibn Seena Street, Al Muntazah, Doha",Al Muntazah,"Al Muntazah, Doha",51.5194969,25.2684026,"North Indian, Chinese, Turkish",100,Qatari Rial(QR),No,No,No,No,3,3.8,Yellow,Good,263,Qatar,Turkish,4.332784730943894,3,15.404230694106467,1.0
5704168,Salt,214,Abu Dhabi,"Inside Mushrif Park, Al Mushrif, Abu Dhabi",Al Mushrif,"Al Mushrif, Abu Dhabi",54.38080709,24.4543119,"Fast Food, Burger",100,Emirati Diram(AED),No,No,No,No,3,4.2,Green,Very Good,228,UAE,Fast Food,4.570116601066272,3,15.310545823173527,1.0
5600960,Al Mukhtar Bakery,214,Sharjah,"Near Safeer Mall, Al Nahda, Sharjah",Al Nahda,"Al Nahda, Sharjah",55.37728127,25.3084117,"Bakery, Arabian, Middle Eastern",50,Emirati Diram(AED),No,No,No,No,2,4.2,Green,Very Good,142,UAE,Bakery,4.428853389077972,3,15.027136241595217,1.0
5600961,Pizza Hut,214,Sharjah,"Next to Safeer Mall, Al Nahda, Sharjah",Al Nahda,"Al Nahda, Sharjah",55.37454341,25.30564046,"Fast Food, Pizza",80,Emirati Diram(AED),No,No,No,No,3,2.4,Red,Poor,154,UAE,Pizza,3.1930275350757737,1,-3.633965395512364,2.0
6200383,Applebee's,166,Doha,"Opposite La Cigale Hotel, C Ring Road, Al Nasr, Doha",Al Nasr,"Al Nasr, Doha",51.5076178,25.2774224,"American, Tex-Mex",220,Qatari Rial(QR),No,No,No,No,4,3.8,Yellow,Good,155,Qatar,American,4.174956802174861,3,14.508026753791126,1.0
5601340,Aroos Damascus,214,Sharjah,"Opposite Emirates NBD, Near First Gulf Bank, King Abdul Aziz Street, Al Nud, Sharjah",Al Nud,"Al Nud, Sharjah",55.39045796,25.34640794,"Arabian, Middle Eastern",60,Emirati Diram(AED),No,No,No,No,3,4.2,Green,Very Good,444,UAE,Middle Eastern,4.769422284649872,3,15.413522631917978,1.0
5600701,Nando's,214,Sharjah,"Ground level, Block D, Qanat Al Qasba, Al Khan, Sharjah","Al Qasba, Al Khan","Al Qasba, Al Khan, Sharjah",55.376027,25.32188994,"African, Portuguese",160,Emirati Diram(AED),No,Yes,No,No,4,4.2,Green,Very Good,265,UAE,African,4.61504889263451,3,15.404230694106467,1.0
18277098,Genghis Grill,214,Abu Dhabi,"Level 2, Al Wahda Mall New Extension, Al Wahda, Abu Dhabi","Al Wahda Mall, Al Wahda","Al Wahda Mall, Al Wahda, Abu Dhabi",54.37500816,24.47083582,Asian,180,Emirati Diram(AED),No,No,No,No,4,4.6,Dark Green,Excellent,81,UAE,Asian,4.5420157741792755,3,13.884839525002198,2.0
5701446,Olive Garden,214,Abu Dhabi,"Level 3, Al Wahda Mall Extension, Al Wahda, Abu Dhabi","Al Wahda Mall, Al Wahda","Al Wahda Mall, Al Wahda, Abu Dhabi",54.37332205,24.46936983,"Italian, Pizza",230,Emirati Diram(AED),No,No,No,No,4,4.1,Green,Very Good,422,UAE,Pizza,4.6842116537138825,3,15.413522631917978,1.0
18401128,Aahar Meat and Chicken Shop,1,New Delhi,"F-6, Pushpa Bhawan, Alaknanda Shopping Complex, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.25,28.52,"Raw Meats, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,Raw Meats,0.0,0,-15.669454982469087,25.0
18412603,Lazeez Restaurant,1,New Delhi,"J 15, Alaknanda Shopping Complex, Mini Market, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2545694,28.5256646,"Chinese, North Indian, Italian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.0,Orange,Average,11,India,North Indian,2.8454719949364,1,-5.780913320844219,15.0
